acpipmi.c	AcpiPmipIoctlSetConfiguration(__int64 a1, __int64 a2)
tpm.c	RtlStringCbCopyNW(wchar_t *pszDest, size_t cbDest, const wchar_t *pszSrc, size_t cbSrc)
tpm.c	TpmTransportType::CreateTpmTransport(struct WDFDEVICE__ *a1, int a2, struct TpmTransport **a3)
tpm.c	TpmTransportMemBase::CopyFromResponseBuffer(TpmTransportMemBase *this, __int64 a2, void *a3, unsigned int a4)
tpm.c	TpmTransportMemBase::CopyToCommandBuffer(TpmTransportMemBase *this, __int64 a2, void *a3, unsigned int a4)
tpm.c	TpmTransportMemBase::TreeVendorSetupPowerRelations(TpmTransportMemBase *this, struct WDFIOTARGET__ *a2)
tpm.c	TpmTransportMemBase::TreeVendorSetupWorkItemCb(PDEVICE_OBJECT DeviceObject, PVOID Context)
tpm.c	TpmTransportMemBase::TreeVendorSetupWorkItemDestroy(TpmTransportMemBase *this, struct TpmTransportMemBase::TREE_SETUP_WI_CONTEXT *a2)
tpm.c	TpmUserAuthFailureData::SetAuthFailureHistoryData(TpmUserAuthFailureData *this, unsigned __int64 *a2, unsigned int a3)
tpm.c	RtlStringCchCopyW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc)
tpm.c	Tpm20CmdContextLoad(struct TpmTransport *a1, unsigned int a2, struct _TPM20_CONTEXT_BLOB_CMD *a3, union _TPM20_HANDLE *a4)
tpm.c	Tpm20CmdContextSave(TpmTransport *a1, int a2, unsigned int a3, __int64 a4)
tpm.c	Tpm20CmdLoad(TpmTransport *a1, unsigned int a2, const void *a3, unsigned int a4)
tpm.c	Tpm20CmdPcrRead(struct TpmTransport *a1, __int64 a2, void *a3)
tpm.c	Tpm20CmdReadPublic(TpmTransport *a1, unsigned int a2, void *a3, int *a4)
tpm.c	Trustpoint::AppendToWbcl(unsigned __int8 *Src, size_t Size)
tpm.c	BufferAccessor::Append(BufferAccessor *this, const void *a2, unsigned int a3)
tpm.c	Utils::CreateSidString(const unsigned __int16 **a1)
tpm.c	RtlStringCchCopyNW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc, size_t cchSrc)
TsUsbFlt.c	CUsbBusFilter::CreateInstance(struct WDFDEVICE__ *a1, char a2, void *a3, struct CUsbBusFilter **a4)
TsUsbFlt.c	CUsbPdoFilter::CreateInstance(struct WDFDEVICE__ *a1, struct _DEVICE_OBJECT *a2, struct _GUID *a3, struct _EPROCESS *a4, const unsigned __int16 *a5, struct CUsbPdoFilter **a6)
TsUsbFlt.c	CUsbFilterControl::CreateInstance(struct WDFDRIVER__ *a1, struct CUsbFilterControl **a2)
TsUsbFlt.c	CUsbFilterControl::EvtDeviceFileCreate(CUsbFilterControl *this, struct WDFREQUEST__ *a2, struct WDFFILEOBJECT__ *a3)
TsUsbFlt.c	CUsbFilterIoTarget::CreateInstance(struct WDFDEVICE__ *a1, struct WDFDEVICE__ *a2, struct CUsbFilterIoTarget **a3)
TsUsbFlt.c	FcEvtDeviceFileCreate(__int64 a1, struct WDFREQUEST__ *a2, struct WDFFILEOBJECT__ *a3)
TsUsbGD.c	CGenericUSB::CreateInstance(struct WDFDEVICE__ *a1, CGenericUSB *this, struct CGenericUSB **a3)
TsUsbGD.c	CGenericUSB::EvtDeviceFileCreate(CGenericUSB *this, struct WDFREQUEST__ *a2, struct WDFFILEOBJECT__ *a3)
TsUsbGD.c	CSimpleHash::CreateInstance(__int64 a1, struct CSimpleHash **a2)
TsUsbGD.c	CTsUrbResult::CreateInstance(void *a1, unsigned __int8 *a2, unsigned int a3, __int64 a4, struct CSimpleHash *a5, struct CSimpleHash *a6, struct CSimpleHash *a7, struct _MDL *a8, struct CTsUrbResult **a9)
TsUsbGD.c	GdEvtDeviceFileCreate(__int64 a1, struct WDFREQUEST__ *a2, struct WDFFILEOBJECT__ *a3)
tunnel.c	RtlAcquireReadLock(PKSPIN_LOCK SpinLock, __int64 a2)
tunnel.c	TunnelSetDirectInformation(__int64 a1, __int64 a2, int a3, __int64 a4, int a5, __int64 a6)
tunnel.c	TunnelSetInformation(__int64 a1, __int64 a2, int a3, __int64 a4, unsigned int a5, __int64 a6, __int64 a7)
tunnel.c	TunnelNlSetCurrentAddress(__int64 a1, __int64 a2, int a3, __int64 a4)
tunnel.c	TunnelInitSetGeneralAttributes(__int64 a1, __int64 a2)
tunnel.c	TunnelInitSetMiniportAttributes(__int64 a1, __int64 a2)
tunnel.c	PplCreateLookasideList(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5, int a6, ULONG Tag, ULONG Taga)
tunnel.c	PplpCreateOneLookasideList(__int64 a1, __int64 a2, unsigned int a3, __int64 a4, int a5, ULONG Tag, int a7, __int64 Taga, __int64 a9, char a10)
tunnel.c	TunnelEtherUdpDeviceCreate(__int64 a1, __int64 a2, __int64 a3)
tunnel.c	TunnelEtherUdpSetCurrentAddress(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
tunnel.c	TunnelCpConvertAddressToTid(__int64 a1, __int64 a2)
tunnel.c	TunnelCpHandleTransitionToActiveDormantIrp(PIRP Irp, __int64 a2, char a3)
tunnel.c	TeredoWfpLocateOrCreateV4Flow(int a1, int a2, __int16 a3, __int16 a4, char a5, __int64 a6)
tunnel.c	TeredoWfpLocateOrCreateV6Flow(__int64 a1, __int64 a2, char a3, char a4, __int64 a5)
tunnel.c	CpProvidersTransitionProviderToDormant(__int64 a1)
tunnel.c	CpSafeRpcCallInsertInSet(__int64 a1, __int64 a2)
tunnel.c	CpSafeRpcCallRemoveFromSet(__int64 a1, __int64 a2)
tunnel.c	CpSafeRpcCallSetInitialize(PKSPIN_LOCK SpinLock)
tunnel.c	TtCreateTable(__int64 a1, __int16 a2)
tunnel.c	TunnelDriverDispatchCreate(__int64 a1, __int64 a2)
tunnel.c	TunnelDriverDispatchRead(__int64 a1, __int64 a2)
tunnel.c	TunnelConvertInterfaceIndexToLuid(int a1, __int64 a2)
tunnel.c	TunnelReadStringFromRegistry(NDIS_HANDLE ConfigurationHandle, PNDIS_STRING Keyword, PCWSTR SourceString, PUNICODE_STRING DestinationString, PUNICODE_STRING DestinationStringa)
tunnel.c	TunnelServiceReadRequests(__int64 a1, __int64 a2)
tunnel.c	TunnelTeredoSetCurrentAddress(__int64 a1, __int64 a2, int a3, __int64 a4)
tunnel.c	TunnelUserCancelPendingReads(__int64 a1)
tunnel.c	TunnelUserCreateFile(__int64 a1, __int64 a2, __int64 a3)
tunnel.c	TunnelUserDequeueReadIrp(__int64 a1, __int64 a2)
tunnel.c	TunnelUserGetAndCreateDevice(__int64 a1, void *a2, __int64 a3, UNICODE_STRING *a4)
tunnel.c	TunnelUserGetNextReadIrp(__int64 a1)
tunnel.c	TunnelUserIoCancelRead(__int64 a1, __int64 a2)
tunnel.c	TunnelUserPauseOrPowerDown(__int64 a1)
tunnel.c	TunnelUserReadFile(__int64 a1, __int64 a2)
tunnel.c	TunnelUserSatisfyRead(__int64 a1, __int64 a2, __int64 a3)
tunnel.c	TunnelUserServiceBatchedReadRequests(PVOID DeferredContext, __int64 a2, __int64 a3, char a4)
tunnel.c	TunnelUserSetCurrentAddress(__int64 a1, unsigned __int64 a2, unsigned int a3, __int64 a4)
tunnel.c	TunnelRegCreateKey(__int64 a1, const WCHAR *a2)
tunnel.c	TunnelRegSetDwordValue(PCWSTR SourceString, PCWSTR a2, int a3)
tunnel.c	TunnelRegSetStringValue(PCWSTR SourceString, __int64 a2, void *a3)
tunnel.c	CpWfpCallCalculateAndSetCompleteAction(__int64 a1)
tunnel.c	CpWfpCallExecuteAndDereferenceSet(__int64 a1, __int64 a2, __int64 a3)
tunnel.c	CpWfpCallRemoveFromSet(__int64 a1)
tunnel.c	CpWfpExtractReadyCalls(__int64 a1, __int64 a2)
tunnel.c	RtlStringCchCopyW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc)
tunnel.c	TunnelEtherUdpSetMode(__int64 a1, int a2)
tunnel.c	TunnelEtherUdpCreateDatagramSocket(__int64 a1, __int64 a2)
tunnel.c	TunnelEtherUdpCreateDatagramSocketComplete(__int64 a1, __int64 a2, __int64 a3)
tunnel.c	TunnelEtherUdpSetSocketOptionComplete(__int64 a1, __int64 a2, __int64 a3)
tunnel.c	TunnelEtherUdpSetDatagramReceiveEvent(__int64 a1, char a2)
tunnel.c	TunnelEtherUdpSetSocketOption(__int64 a1)
tunnel.c	TunnelEtherUdpCreateDatagramContext(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6)
tunnel.c	TunnelEtherUdpCreateNetBufferContext(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6)
tunnel.c	TunnelEtherUdpCreatePacketListContext(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5)
tunnel.c	TunnelEtherUdpCreateDataChannel(__int64 a1, __int64 a2, __m128i *a3, __int16 a4, __int64 a5)
UAGP35.c	AgpSetAperture(__int64 a1, __int64 a2, __int64 a3)
UAGP35.c	Uagp35SetRate(__int64 a1, unsigned int a2, __int64 a3)
UAGP35.c	ApGetSetDeviceBusData(__int64 a1, char a2, __int64 a3, __int64 a4, int a5)
UAGP35.c	AgpLibReadAgpTargetConfig(__int64 a1, __int64 a2, unsigned int a3)
UAGP35.c	AgpLibSetAgpCapability(__int64 a1, __int64 a2, __int64 a3)
UAGP35.c	ApSetExtendedAgpCapability(__int64 a1, __int64 a2, int a3, __int64 a4)
UAGP35.c	ApSetTargetCapability(__int64 a1, __int64 a2)
UAGP35.c	AgpLibSetExtendedTargetCapability(__int64 a1, int a2, __int64 a3)
UAGP35.c	ApLegacySetBusData(__int64 a1, __int64 a2, __int64 a3)
UAGP35.c	AgpVerifierSetTargetCapability(__int64 a1, __int64 a2)
UAGP35.c	AgpSetEventCompletion(__int64 a1, __int64 a2, struct _KEVENT *a3)
UAGP35.c	Uagp35CreateGart(__int64 a1)
UAGP35.c	AgpInterfaceSetRate(__int64 a1, int a2, __int64 a3)
UAGP35.c	AgpOpenKey(PCWSTR SourceString, void *a2, HANDLE *a3, __int64 a4)
UAGP35.c	AgpSetWmiDataBlock(struct _DEVICE_OBJECT *a1, struct _IRP *a2, int a3)
uaspstor.c	OpenStreamArray(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
uaspstor.c	ReadyIUCompletion(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
uaspstor.c	CancelReadyIrp(__int64 a1)
uaspstor.c	USBD_VerifierSettingsCallback(__int64 a1, int a2, __int64 a3, int a4, __int64 a5, __int64 a6)
uaspstor.c	USBDInternal_QueryUsbVerifierSettings(__int64 a1, __int64 a2, __int64 a3)
uaspstor.c	USBD_CreateHandle(PDEVICE_OBJECT DeviceObject, PDEVICE_OBJECT a2, __int64 a3, __int64 a4)
uaspstor.c	StorSqmSetString(__int64 a1, int a2, __int64 a3, __int64 a4)
UCX01000.c	Ucx_FailDueToVerifierSetting(unsigned int a1)
UCX01000.c	RootHub_StaticPdoSetup(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UcxRootHubCreate(__int64 a1, __int64 a2, const void *a3, int *a4, __int64 a5)
UCX01000.c	RootHub_Pdo_EvtSetPowerIrpPreprocessCallback(__int64 a1, __int64 a2)
UCX01000.c	UsbDevice_Create(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UsbDevice_SetPdoInformation(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UcxUsbDeviceInitSetEventCallbacks(__int64 a1, __int64 a2, const void *a3)
UCX01000.c	UcxUsbDeviceCreate(__int64 a1, __int64 a2, __int64 a3, __int64 *a4)
UCX01000.c	DefaultEndpoint_Create(__int64 a1, __int64 a2, unsigned int a3, __int64 a4)
UCX01000.c	Endpoint_Create(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, __int64 a5, __int64 a6)
UCX01000.c	UcxDefaultEndpointInitSetEventCallbacks(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UcxEndpointInitSetEventCallbacks(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UcxEndpointSetWdfIoQueue(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UcxEndpointCreate(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
UCX01000.c	UcxControllerCreate(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
UCX01000.c	UcxControllerSetFailed(__int64 a1, __int64 a2)
UCX01000.c	UrbHandler_USBPORTStyle_Legacy_SCT_GetSetDescriptor(__int64 a1, __int64 a2, PVOID Context, __int64 a4)
UCX01000.c	UrbHandler_USBPORTStyle_Legacy_SCT_SetClearFeature(__int64 a1, __int64 a2, PVOID Context, __int64 a4)
UCX01000.c	UcxEndpointStateEntryFunc_NeedToSetStale(__int64 a1)
UCX01000.c	UcxEndpointStateEntryFunc_SettingEnabledFlag1(__int64 a1)
UCX01000.c	StaticStreams_Create(__int64 a1, int a2, __int64 a3)
UCX01000.c	UcxStaticStreamsSetStreamInfo(__int64 a1, __int64 a2, __int64 a3)
UCX01000.c	UcxStaticStreamsCreate(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
UCX01000.c	UsbUserIoctl_CheckAndSetParamLength(__int64 a1)
UCX01000.c	Etw_UcxControllerCreate(__int64 a1, __int64 a2)
UCX01000.c	Etw_UcxEndpointCreate(__int64 a1, __int64 a2)
UCX01000.c	Wmi_Create(__int64 a1)
udfs.c	UdfSetMetaSectorState(__int64 a1, int a2, int a3, __int64 a4)
udfs.c	UdfConvertNtTimeToUdfTime(__int64 a1, LARGE_INTEGER *a2, __int64 a3)
udfs.c	UdfSetDirtyFid(__int64 a1, __int64 a2)
udfs.c	UdfConvertUdfTimeToNtTime(__int64 a1, __int64 a2, LARGE_INTEGER *a3)
udfs.c	UdfCreateFileLock(__int64 a1, __int64 a2, char a3)
udfs.c	UdfDomainIdentifierContained(__int64 a1, __int64 a2, unsigned __int16 a3, unsigned __int16 a4)
udfs.c	UdfSetThreadContext(__int64 a1, __int64 a2)
udfs.c	UdfCreateFileTimesEa(__int64 a1, __int64 a2)
udfs.c	UdfCreateLink(__int64 a1, __int64 a2, __int64 a3, int a4, unsigned int a5, char a6, __int64 a7, __int64 a8, __int64 a9, char a10)
udfs.c	UdfSetVolumeDirtyState(__int64 a1, char a2)
udfs.c	UdfMarkVolumeOpenAndQueueCloseDpc(__int64 a1)
udfs.c	UdfVmcbSetSectorState(__int64 a1, __int64 a2, int a3, int a4, __int64 a5)
udfs.c	UdfRmwReadWriteSectors(PVOID VirtualAddress, unsigned int a2, int a3, __int64 a4, char a5, int a6)
udfs.c	UdfTearDownAllocationSupport(__int64 a1, __int64 a2)
udfs.c	UdfCreateNewIcb(__int64 a1, __int64 a2, __int64 a3, char a4, __int64 a5, __int64 a6, char a7)
udfs.c	UdfSetFileAllocationSize(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 *a5, char a6, char a7)
udfs.c	UdfCopyMoveMcbAllocation(__int64 a1, __int64 a2, __int64 a3, __int64 a4, unsigned int a5, __int64 a6)
udfs.c	UdfCreateSparseReservationBitmap(__int64 a1, __int64 a2)
udfs.c	UdfCreateInternalStream(__int64 a1, __int64 a2, __int64 a3, __m128i *a4)
udfs.c	UdfTearDownSpecialScb(__int64 a1, __int64 a2, __int64 a3)
udfs.c	UdfCommonCreate@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbp>)
udfs.c	UdfOpenObjectByFileId@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbp>, __int64 a4@<r8>, __int64 *a5@<r9>, int a6)
udfs.c	UdfOpenExistingScb(__int64 a1, __int64 a2, __int64 *a3, __int64 a4, __int64 a5, unsigned int a6, char a7, char a8, char a9, __int64 a10, int a11)
udfs.c	UdfOpenObjectFromDirContext@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbp>, __int64 a4@<r8>, __int64 *a5@<r9>, __int64 a6, char a7, __int64 a8, __int64 a9, __int64 a10, __int64 *a11, int a12)
udfs.c	UdfCompleteScbOpen@<eax>(__int64 VirtualAddress@<rcx>, __int64 a2@<rdx>, __int64 a3@<rbp>, __int64 a4@<r8>, __int64 *a5@<r9>, __int64 a6, __int64 a7, unsigned int a8, int a9, int a10, char a11)
udfs.c	UdfOpenStreamDirectory(__int64 a1, __int64 a2, int a3)
udfs.c	UdfCreateNewFile(__int64 a1, __int64 a2, __int64 a3, unsigned __int16 *a4, char a5, char a6, unsigned int a7)
udfs.c	UdfDvdReadStructure(__int64 a1, __int64 a2, __int64 a3)
udfs.c	UdfReadWriteSectors(__int64 a1, unsigned __int64 a2, __int64 a3, char a4, PVOID Buffer, PDEVICE_OBJECT DeviceObject, char a7)
udfs.c	UdfCommonSetInfo@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbp>)
udfs.c	UdfFillNetworkOpenInfo(__int64 a1, __int64 a2, __int64 a3)
udfs.c	UdfSetEndOfFileInfo(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 *a5)
udfs.c	UdfSetAllocationInfo(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 *a5)
udfs.c	UdfSetDispositionInfo(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
udfs.c	UdfSetBasicInfo(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6)
udfs.c	UdfSetRenameInfo@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbp>, __int64 a4@<r8>)
udfs.c	UdfSetLinkInfo@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<rbp>, __int64 a4@<r8>)
udfs.c	UdfSetHiddenAttribute(__int64 a1, __int64 a2, __int64 a3, char a4)
udfs.c	UdfDecodeFileObject(__int64 a1, __int64 a2, __int64 a3)
udfs.c	UdfSetDefectManagement(__int64 a1, __int64 a2)
udfs.c	UdfFindFileSetDescriptor(__int64 a1, __int64 a2, __int64 a3, void **a4)
udfs.c	UdfCheckForOpenRMedia(__int64 a1, struct _DEVICE_OBJECT *a2, __int64 a3, __int64 a4)
udfs.c	UdfSetPurgeFailureMode(__int64 a1, __int64 a2)
udfs.c	UdfConvertUnicodeToCS0Dstring(__int64 a1, __int64 a2, char a3, __int64 a4)
udfs.c	UdfConvertCS0DstringToUnicode(__int64 a1, __int64 a2, unsigned __int8 a3, unsigned __int8 a4, __int64 a5)
udfs.c	UdfPowTrackInfoSave(__int64 a1, __int64 a2)
udfs.c	UdfCommonRead(__int64 a1, __int64 a2, __int64 a3)
udfs.c	UdfFilterCallbackAcquireForCreateSection(__int64 a1)
udfs.c	UdfReleaseForCreateSection(__int64 a1)
udfs.c	UdfCreateOrResetVatAndVmcbStreams(__int64 a1, __int64 a2, int a3, __int64 a4, unsigned __int16 a5)
udfs.c	UdfCreateIrpContext(__int64 a1, char a2)
udfs.c	UdfCreateScb(__int64 a1, __int64 a2, __int16 a3, __int64 a4, __int64 a5)
udfs.c	UdfVmcbCheckForNoOpRead(__int64 a1, __int64 a2, int a3, int a4)
udfs.c	UdfVmcbNoOpRead(__int64 a1, __int64 a2, int a3, int a4, signed __int32 a5)
udfs.c	UdfCommonSetVolInfo(__int64 a1, __int64 a2)
udfs.c	UdfSetFsLabelInfo(__int64 a1, __int64 a2, int a3)
udfs.c	UdfSeqCacheTearDown(__int64 a1, __int64 a2)
udfs.c	UdfSeqCacheReadBlocksForFile(__int64 a1, __int64 a2, __int64 a3, int a4)
udfs.c	UdfLoadSparingTables(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
udfs.c	UdfTearDownRmwSupport(__int64 a1, __int64 a2)
udfs.c	UdfReadDiscInfo(struct _DEVICE_OBJECT *a1, void *a2, unsigned int a3)
udfs.c	UdfReadTrackInfo(struct _DEVICE_OBJECT *a1, char a2, void *a3, unsigned int a4)
udfs.c	UdfReadFormattableCapacity(struct _DEVICE_OBJECT *a1, __int64 a2, __int64 a3)
uefi.c	RtlStringCbCopyExW(wchar_t *pszDest, size_t cbDest, const wchar_t *pszSrc, wchar_t **ppszDestEnd, size_t *pcbRemaining, unsigned __int32 dwFlags)
uefi.c	UefiOpenRegistryKey(__int64 a1, __int64 a2, __int64 a3, HANDLE *a4)
uefi.c	UefiCreateRegistryKey(__int64 a1, PHANDLE KeyHandle, __int64 a3, __int64 a4, ULONG *a5, HANDLE *KeyHandlea)
uefi.c	UefiOpenDeviceClassRegistryKey(GUID *Guid, __int64 a2, HANDLE *a3)
ULIAGPKX.c	AgpSetAperture(__int64 a1, __int64 a2, __int64 a3)
ULIAGPKX.c	Gagp30KxSetRate(__int64 a1, unsigned int a2, __int64 a3)
ULIAGPKX.c	KxSetGartBase(signed __int64 a1)
ULIAGPKX.c	KxSetApertureSize(int a1)
ULIAGPKX.c	KxSetApertureEnable(char a1, char a2, char a3)
ULIAGPKX.c	ApGetSetDeviceBusData(__int64 a1, char a2, __int64 a3, __int64 a4, int a5)
ULIAGPKX.c	AgpLibReadAgpTargetConfig(__int64 a1, __int64 a2, unsigned int a3)
ULIAGPKX.c	AgpLibSetAgpCapability(__int64 a1, __int64 a2, __int64 a3)
ULIAGPKX.c	ApSetExtendedAgpCapability(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
ULIAGPKX.c	ApSetTargetCapability(__int64 a1, __int64 a2)
ULIAGPKX.c	ApLegacySetBusData(__int64 a1, __int64 a2, __int64 a3)
ULIAGPKX.c	AgpVerifierSetTargetCapability(__int64 a1, __int64 a2)
ULIAGPKX.c	AgpSetEventCompletion(__int64 a1, __int64 a2, struct _KEVENT *a3)
ULIAGPKX.c	Gagp30KxCreateGart(__int64 a1)
ULIAGPKX.c	AgpInterfaceSetRate(__int64 a1, int a2, __int64 a3)
ULIAGPKX.c	AgpOpenKey(PCWSTR SourceString, void *a2, HANDLE *a3, __int64 a4)
ULIAGPKX.c	AgpSetWmiDataBlock(struct _DEVICE_OBJECT *a1, struct _IRP *a2, int a3)
umbus.c	RtlStringCopyWorkerW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc)
umbus.c	UMBus_GetRegistrySettings(__int64 a1)
umbus.c	UMBus_CreateChild(__int64 a1, __int64 a2, unsigned int a3, unsigned int a4)
umbus.c	UMBus_SetChildPresence(__int64 a1, __int64 a2)
umbus.c	UMBus_CreateChildNode(__int64 a1, size_t Size, __int64 a3, __int64 a4)
umbus.c	UMBus_EvtDeviceListCreatePdo(__int64 a1, __int64 a2, __int64 a3)
umbus.c	UMBus_CreatePdo(__int64 a1, unsigned int a2, const void *a3, __int64 a4)
umbus.c	UMBus_GetPDORegistrySettings(__int64 a1)
umbus.c	UMBus_SetPDORegistryValues(__int64 a1)
umbus.c	UMBus_SetPropertyValue(__int64 a1, __int64 a2, int a3)
umbus.c	UMBus_CreateProperty(__int64 a1, __int64 a2, __int64 a3)
usb8023.c	TryReadUSB(PVOID Context)
usb8023.c	ReadPipeCompletion(__int64 a1, __int64 a2, __int64 a3)
usb8023.c	SubmitNotificationRead(__int64 a1, char a2)
usb8023.c	ReadPacketFromControlPipe(__int64 a1, char a2)
usb8023.c	ControlPipeReadCompletion(__int64 a1, __int64 a2, __int64 a3)
usb8023.c	EnqueueCompletedReadPacket(__int64 a1)
usb8023.c	SimulateRNDISSetPacketFilter(__int64 a1)
usb8023.c	SimulateRNDISSetCurrentAddress(__int64 a1)
usb8023.c	CopyMdlToBuffer(__int64 a1, __int64 a2, unsigned int a3)
usb8023x.c	TryReadUSB(PVOID Context)
usb8023x.c	ReadPipeCompletion(__int64 a1, __int64 a2, __int64 a3)
usb8023x.c	SubmitNotificationRead(__int64 a1, char a2)
usb8023x.c	ReadPacketFromControlPipe(__int64 a1, char a2)
usb8023x.c	ControlPipeReadCompletion(__int64 a1, __int64 a2, __int64 a3)
usb8023x.c	EnqueueCompletedReadPacket(__int64 a1)
usb8023x.c	SimulateRNDISSetPacketFilter(__int64 a1)
usb8023x.c	SimulateRNDISSetCurrentAddress(__int64 a1)
usb8023x.c	CopyMdlToBuffer(__int64 a1, __int64 a2, unsigned int a3)
USBAUDIO.c	DeviceCreate(__int64 a1)
USBAUDIO.c	USBCaptureSetClientBufferTime(__int64 a1, int a2)
USBAUDIO.c	USBMidiInCreatePin(__int64 a1)
USBAUDIO.c	USBMidiOutCreateBulkUrbs(PKSSTREAM_POINTER StreamPointer)
USBAUDIO.c	DeviceSetPowerState(__int64 a1, __int64 a2, int a3, int a4)
USBAUDIO.c	DriverCopyRegistryString(__int64 a1, __int64 a2)
USBAUDIO.c	FilterCreate(void *a1)
USBAUDIO.c	FilterCreateFilterPropertySets(__int64 a1, __int64 a2, __int64 *a3)
USBAUDIO.c	FilterCreateFilterFactory(__int64 a1)
USBAUDIO.c	PinCreate(PKSPIN Pin)
USBAUDIO.c	PinSetDataFormat(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
USBAUDIO.c	DecrementActivePinCount(void *a1)
USBAUDIO.c	PinSetDeviceState(__int64 a1, unsigned int a2, int a3)
USBAUDIO.c	IntersectConvertDatarangeToFormat(__int64 a1, __int64 a2, __int64 a3)
USBAUDIO.c	TopologyConvertTermTypeToNodeType(__int64 a1, __m128i *a2, __m128i *a3)
USBAUDIO.c	TopologyPUUpDownMix(__int64 a1, __int64 a2, __int64 a3)
USBAUDIO.c	PropertyGetSetSampleRate(struct _IRP *a1, __int64 a2, unsigned int *a3)
USBAUDIO.c	PropertySetClientBufferDuration(struct _IRP *a1, __int64 a2, unsigned int *a3)
USBAUDIO.c	SetCopyProtectionOnTerminal(PIRP Irp, unsigned int a2, __int64 a3)
USBAUDIO.c	PropertyDrmAudioStream_SetContentId(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertySetFeatureValue(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertySetBoolean(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertySetDbLevel(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertyGetSetMuxSource(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertySetMixerLevels(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertyGetSetChannelConfiguration(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	PropertySetTopologyNodeEnable(PIRP Irp, __int64 a2, __int64 a3)
USBAUDIO.c	RegistryReadNameValue(unsigned int a1, void *a2, ULONG *a3, __int64 a4)
USBAUDIO.c	RegistryCreateMediaCategoriesKey(UNICODE_STRING *a1, HANDLE *a2)
USBAUDIO.c	RegistryReadPnPKeyValue(struct _DEVICE_OBJECT *a1, const WCHAR *a2, __int64 a3, __int64 a4)
USBAUDIO.c	USBDeviceCreate(__int64 a1)
